Container length: 24400
Container width: 12200
Boxes Volume: 2.96581371E8
Container Volume: 297680000
Utilization: 99.630936240258

Packed Boxes: 12
format: x y length width
0 0  4580 1080
0 7120  19220 5080
0 1080  19430 1080
0 2160  19430 3880
4580 0  19730 1080
0 6040  19730 1080
19220 8320  5080 3880
19430 1080  4900 1600
19430 2680  4952 3085
19220 7740  5080 580
19220 7160  4830 580
19730 5780  4660 1380

numOfBlemishes: 0
