Container length: 24400
Container width: 12200
Boxes Volume: 2.930032E8
Container Volume: 297680000
Utilization: 98.42891695780705

Packed Boxes: 17
format: x y length width
0 0  22580 2180
13680 3740  10720 8460
0 10020  10720 2180
22920 0  1480 3740
0 2180  6120 5960
0 8140  6430 1880
8240 2180  14680 680
13790 2860  9130 880
6120 2180  1320 4795
6430 7840  6430 2180
7440 2860  1480 4080
6120 7360  6480 480
12900 3380  780 8820
10720 10080  2180 2120
8920 2860  3740 1480
8920 4340  3740 1480
8920 5880  3740 1480

numOfBlemishes: 0
