Container length: 24400
Container width: 12200
Boxes Volume: 2.926965E8
Container Volume: 297680000
Utilization: 98.3258868583714

Packed Boxes: 12
format: x y length width
0 0  21130 5280
0 7720  21130 4480
0 6000  20410 1720
0 5280  20410 680
21130 0  680 12020
21810 0  910 4250
21810 8730  1080 3470
22720 0  580 6460
22890 7950  910 4250
23300 0  1080 6460
23800 6620  580 5580
21810 4480  910 4250

numOfBlemishes: 0
