Container length: 24400
Container width: 12200
Boxes Volume: 2.948515E8
Container Volume: 297680000
Utilization: 99.0498185971513

Packed Boxes: 15
format: x y length width
0 0  21130 5280
0 7720  21130 4480
0 7140  21630 580
0 6560  20530 580
0 5280  21130 680
0 5980  20410 580
21130 0  1580 6010
21130 11520  3080 680
21130 8050  580 3470
21710 6720  680 4800
22710 0  580 6010
22390 7270  910 4250
23290 0  1080 4880
23300 5060  1080 6460
20530 6140  2580 580

numOfBlemishes: 0
