Container length: 24400
Container width: 12200
Boxes Volume: 2.960148E8
Container Volume: 297680000
Utilization: 99.44060736361193

Packed Boxes: 13
format: x y length width
0 0  1080 3470
0 10220  21630 1980
1080 0  21130 7920
0 9540  21630 680
0 8520  20410 1020
0 3470  1080 4880
1080 7940  21630 580
21630 9460  580 2740
22210 0  580 7880
22210 8730  580 3470
22790 0  1580 6010
22790 6190  1580 6010
20410 8580  1800 880

numOfBlemishes: 0
