Container length: 24400
Container width: 12200
Boxes Volume: 2.887842E8
Container Volume: 297680000
Utilization: 97.01162321956464

Packed Boxes: 12
format: x y length width
0 0  4570 5880
0 7630  5580 4570
4570 0  4480 5780
0 5910  11040 1720
5580 7630  5880 4570
9050 0  1850 4850
10900 0  13380 4900
11460 11620  12020 580
11460 11040  11040 580
11460 5030  4375 6010
15835 5260  4180 5780
20015 5030  4375 6010

numOfBlemishes: 0
