BatchNo, BoardNo, Color, Specification, BoardArea, WorkPiecesQty, WorkPiecesArea, Ratio, OddArea
Cabinet1,1,0,24400*12200,2.9768E8,7,2.7967335E8,93.95100443429186%,
Cabinet1,2,0,24400*12200,2.9768E8,6,2.873131E8,96.51743482934694%,
Cabinet1,3,0,24400*12200,2.9768E8,6,2.802541E8,94.146096479441%,
Cabinet1,4,0,24400*12200,2.9768E8,6,2.848574E8,95.69248857833917%,
Cabinet1,5,0,24400*12200,2.9768E8,5,2.8012615E8,94.10311408223596%,
Cabinet1,6,0,24400*12200,2.9768E8,7,2.740718E8,92.069269013706%,
Cabinet1,7,0,24400*12200,2.9768E8,9,2.791661E8,93.78060333243752%,
Cabinet1,8,0,24400*12200,2.9768E8,5,2.7617645E8,92.77628661650094%,
Cabinet1,9,0,24400*12200,2.9768E8,8,2.8850555E8,96.91801599032519%,
Cabinet1,10,0,24400*12200,2.9768E8,6,2.7543325E8,92.52662254770223%,
Cabinet1,11,0,24400*12200,2.9768E8,6,2.9092425E8,97.73053278688525%,
Cabinet1,12,0,24400*12200,2.9768E8,7,2.7713075E8,93.09686576189196%,
Cabinet1,13,0,24400*12200,2.9768E8,9,2.88905E8,97.05220370868045%,
Cabinet1,14,0,24400*12200,2.9768E8,2,2.82149E8,94.7826525127654%,
Cabinet1,15,0,24400*12200,2.9768E8,7,2.8451435E8,95.57724737973662%,
Cabinet1,16,0,24400*12200,2.9768E8,8,2.7865775E8,93.60983270626176%,
Cabinet1,17,0,24400*12200,2.9768E8,6,2.779175E8,93.36115963450685%,
Cabinet1,18,0,24400*12200,2.9768E8,8,2.8211135E8,94.77000470303682%,
Cabinet1,19,0,24400*12200,2.9768E8,8,2.8534815E8,95.8573468153722%,
Cabinet1,20,0,24400*12200,2.9768E8,8,2.844172E8,95.54461166353131%,
Cabinet1,21,0,24400*12200,2.9768E8,11,2.85679E8,95.96848965331901%,
Cabinet1,22,0,24400*12200,2.9768E8,9,2.820575E8,94.75191480784736%,
Cabinet1,23,0,24400*12200,2.9768E8,4,2.849613E8,95.72739183015318%,
