Container length: 24400
Container width: 12200
Boxes Volume: 2.960548E8
Container Volume: 297680000
Utilization: 99.45404461166353

Packed Boxes: 17
format: x y length width
0 0  3570 7710
23720 0  680 7710
18290 10620  6110 1580
0 7890  10180 4310
18010 0  5710 5180
18190 9540  6210 1080
16390 7960  8010 1580
3570 0  5710 5180
15310 5200  8410 2760
10210 11120  8080 1080
9300 0  8710 5180
10180 9540  8010 1580
3570 5180  1080 2710
4650 5180  5670 2710
10280 7960  6110 1580
14230 5300  1080 2660
10350 5200  3880 2760

numOfBlemishes: 0
