Container length: 24400
Container width: 12200
Boxes Volume: 2.8739585E8
Container Volume: 297680000
Utilization: 96.5452331362537

Packed Boxes: 13
format: x y length width
0 0  24150 9600
0 10840  3980 1360
0 9690  3500 1150
3980 11420  9320 780
3980 10640  5250 780
3500 9860  3920 780
7420 9860  9320 780
9230 10640  5250 780
13300 11420  5250 780
14480 10655  4890 765
16740 9875  3920 780
19370 10840  3980 1360
20660 9690  3500 1150

numOfBlemishes: 0
