Container length: 24400
Container width: 12200
Boxes Volume: 2.934056E8
Container Volume: 297680000
Utilization: 98.56409567320613

Packed Boxes: 10
format: x y length width
0 0  24150 5480
0 6700  24150 5500
0 5480  2120 680
0 6220  5230 480
2120 5480  8720 680
5230 6220  5230 480
10460 6220  4890 480
10840 5480  9420 680
15350 6220  4860 480
20260 5480  4140 1150

numOfBlemishes: 0
