Container length: 24400
Container width: 12200
Boxes Volume: 2.86996184E8
Container Volume: 297680000
Utilization: 96.41097285675895

Packed Boxes: 21
format: x y length width
0 0  5387 4220
20680 0  3720 3365
20320 10320  4080 1880
0 10320  4080 1880
18000 9440  6400 880
0 9740  6580 580
0 4860  5950 4880
18455 3720  5945 5720
13100 0  7580 3580
5640 11620  14680 580
0 4220  6580 580
14370 11040  5950 580
4080 10740  4220 880
12600 10360  7720 680
5387 0  7580 3580
6580 4160  5580 6580
12280 9680  5720 680
5950 5040  580 4700
12505 3720  5950 5720
8300 10740  4220 880
5387 3580  6580 580

numOfBlemishes: 0
