Container length: 24400
Container width: 12200
Boxes Volume: 2.932212E8
Container Volume: 297680000
Utilization: 98.50214995968825

Packed Boxes: 16
format: x y length width
0 0  4740 4200
0 8770  5670 3430
0 4250  6780 4520
4740 0  7080 3980
5670 8820  5980 3380
6780 5150  8080 3670
6780 3980  6610 1080
11650 8820  5980 3380
11820 0  8130 3680
13390 3680  8920 1080
17630 6560  6710 5640
14860 4800  2660 4020
19950 0  4330 3670
17520 4760  5280 880
17520 5640  5280 880
22800 3670  1580 2880

numOfBlemishes: 0
