Container length: 24400
Container width: 12200
Boxes Volume: 2.954763E8
Container Volume: 297680000
Utilization: 99.25970841171727

Packed Boxes: 16
format: x y length width
0 0  6710 1400
0 7130  6710 5070
0 1400  6780 5680
6710 8120  7080 4080
6710 0  10180 1080
6780 1080  6780 5680
6710 7440  6710 680
6780 6760  8710 680
13790 7490  5670 4710
13560 1080  7080 5680
16890 0  7510 1080
19460 8630  3210 3570
15490 6810  8710 680
20640 1080  3750 5710
22670 8830  1710 3370
19460 7550  4710 1080

numOfBlemishes: 0
