BatchNo, BoardNo, Color, Specification, BoardArea, WorkPiecesQty, WorkPiecesArea, Ratio, OddArea
Cabinet2,1,0,24400*12200,2.9768E8,12,2.9516695E8,99.15578809459824%,
Cabinet2,2,0,24400*12200,2.9768E8,12,2.953946E8,99.23226283257189%,
Cabinet2,3,0,24400*12200,2.9768E8,19,2.924682E8,98.2491937651169%,
Cabinet2,4,0,24400*12200,2.9768E8,17,2.928082E8,98.36341037355551%,
Cabinet2,5,0,24400*12200,2.9768E8,18,2.941618E8,98.8181268476216%,
Cabinet2,6,0,24400*12200,2.9768E8,17,2.9648125E8,99.59730247245365%,
Cabinet2,7,0,24400*12200,2.9768E8,21,2.930154E8,98.43301531846278%,
Cabinet2,8,0,24400*12200,2.9768E8,18,2.927628E8,98.34815909701693%,
Cabinet2,9,0,24400*12200,2.9768E8,15,2.9658295E8,99.63146667562482%,
Cabinet2,10,0,24400*12200,2.9768E8,12,7.24522E7,24.338954582101586%,
Cabinet2,11,0,24400*12200,2.9768E8,22,2.909309E8,97.73276672937382%,
Cabinet2,12,0,24400*12200,2.9768E8,15,2.95009425E8,99.10287053211502%,
Cabinet2,13,0,24400*12200,2.9768E8,14,2.943035E8,98.86572829884439%,
Cabinet2,14,0,24400*12200,2.9768E8,24,2.929064E8,98.39639881752218%,
Cabinet2,15,0,24400*12200,2.9768E8,22,2.9349E8,98.59244826659501%,
Cabinet2,16,0,24400*12200,2.9768E8,23,2.924062E8,98.22836603063693%,
Cabinet2,17,1,24400*12200,2.9768E8,9,2.826753E8,94.95945310400431%,
Cabinet2,18,1,24400*12200,2.9768E8,9,2.9102915E8,97.76577196990056%,
Cabinet2,19,1,24400*12200,2.9768E8,8,2.716443E8,91.25379602257458%,
Cabinet2,20,1,24400*12200,2.9768E8,9,2.807304E8,94.30610051061542%,
Cabinet2,21,1,24400*12200,2.9768E8,10,2.943582E8,98.88410373555496%,
Cabinet2,22,1,24400*12200,2.9768E8,9,2.87347E8,96.52882289707067%,
Cabinet2,23,1,24400*12200,2.9768E8,10,2.893009E8,97.18519887127115%,
Cabinet2,24,1,24400*12200,2.9768E8,7,2.798159E8,93.99889142703574%,
Cabinet2,25,1,24400*12200,2.9768E8,6,2.763304E8,92.82800322493952%,
Cabinet2,26,1,24400*12200,2.9768E8,6,1.395484E8,46.87866165009407%,
Cabinet2,27,1,24400*12200,2.9768E8,6,2.772151E8,93.12520155872078%,
Cabinet2,28,1,24400*12200,2.9768E8,9,2.741359E8,92.09080220370868%,
Cabinet2,29,1,24400*12200,2.9768E8,9,2.840868E8,95.43361999462509%,
Cabinet2,30,1,24400*12200,2.9768E8,9,2.680301E8,90.03967347487234%,
Cabinet2,31,1,24400*12200,2.9768E8,5,2.808697E8,94.35289572695513%,
Cabinet2,32,1,24400*12200,2.9768E8,12,2.860508E8,96.09338887395862%,
Cabinet2,33,1,24400*12200,2.9768E8,8,2.771395E8,93.09980515990326%,
Cabinet2,34,1,24400*12200,2.9768E8,8,2.786097E8,93.59369121203977%,
Cabinet2,35,1,24400*12200,2.9768E8,11,2.703676E8,90.82491265788767%,
Cabinet2,36,1,24400*12200,2.9768E8,9,2.896626E8,97.30670518677775%,
Cabinet2,37,1,24400*12200,2.9768E8,11,2.835965E8,95.26891292663262%,
Cabinet2,38,1,24400*12200,2.9768E8,11,2.807362E8,94.3080489115829%,
Cabinet2,39,1,24400*12200,2.9768E8,7,2.776089E8,93.25749126578876%,
Cabinet2,40,1,24400*12200,2.9768E8,10,2.819148E8,94.70397742542328%,
Cabinet2,41,1,24400*12200,2.9768E8,6,2.723107E8,91.47766057511421%,
Cabinet2,42,1,24400*12200,2.9768E8,9,2.904593E8,97.57434157484546%,
