Container length: 24400
Container width: 12200
Boxes Volume: 1.6498172E8
Container Volume: 297680000
Utilization: 55.42250739048642

Packed Boxes: 17
format: x y length width
0 0  8172 2940
18758 9460  5642 2740
0 9510  5640 2690
18760 0  5640 2690
0 8430  11450 1080
20338 2690  4062 2940
20338 6520  4062 2940
0 2940  4062 2940
0 7290  4500 1140
0 6150  4500 1140
14698 0  4062 2940
5640 11060  4500 1140
14258 11100  4500 1100
14258 10000  4500 1100
19378 2690  960 3378
5640 10100  3378 960
16960 8500  3378 960

numOfBlemishes: 0
