Container length: 24400
Container width: 12200
Boxes Volume: 2.942703932E8
Container Volume: 297680000
Utilization: 98.85460669174952

Packed Boxes: 15
format: x y length width
0 0  1660 9100
0 9280  8470 2920
1660 0  9100 1660
1660 1660  9800 3330
1660 8360  9690 920
1660 5030  9800 3330
8470 9280  8470 2920
10760 0  11290 1660
11460 1660  10560 690
11460 2350  10560 6230
11350 8590  10560 690
16940 9280  4230 2920
21170 10738  3080 1462
22050 0  1660 10340
23710 0  690 10560

numOfBlemishes: 0
