Container length: 24400
Container width: 12200
Boxes Volume: 2.864933E8
Container Volume: 297680000
Utilization: 96.24203843052943

Packed Boxes: 17
format: x y length width
21320 0  3080 8580
720 11320  23680 880
9280 10240  15120 1080
4670 9160  19730 1080
4470 8580  19930 580
13910 0  7410 3060
13920 3060  7400 5380
12830 0  1080 8460
5020 0  7810 3900
5430 4700  7400 3880
8930 3900  3900 580
1400 10240  7880 1080
5210 3900  3720 580
190 0  4830 5380
2620 5390  1850 4850
1340 5660  1280 4580
260 6240  1080 5080

numOfBlemishes: 0
