Container length: 24400
Container width: 12200
Boxes Volume: 2.82731921E8
Container Volume: 297680000
Utilization: 94.97847386455253

Packed Boxes: 23
format: x y length width
0 0  5880 5080
15680 0  8720 3080
16990 8825  7410 3375
0 7910  5375 4290
19025 3080  5375 3850
0 5630  4580 2280
5375 8350  5375 3850
5880 0  5375 3850
13910 5610  3080 6590
11800 0  3880 5080
5375 5080  5180 1600
10750 5080  3085 4952
16990 6930  7400 880
5375 6680  5360 1080
15680 3080  2690 880
16990 7810  6950 880
5880 3850  5080 580
10750 10032  2920 880
16990 3960  1280 2780
10750 10912  2780 1280
5880 4430  5720 580
5375 7760  5080 580
18370 3080  580 3720

numOfBlemishes: 0
