Container length: 24400
Container width: 12200
Boxes Volume: 2.8747285E8
Container Volume: 297680000
Utilization: 96.57109983875301

Packed Boxes: 27
format: x y length width
0 0  20210 3480
18390 7825  6010 4375
0 8020  5780 4180
20920 0  3480 3470
21820 3470  2580 580
0 3480  6010 1580
20340 0  580 5780
20930 4050  3470 580
0 7340  7880 680
13360 6105  11040 1720
20930 4630  3470 580
0 5490  4850 1850
21320 5210  3080 680
5780 8020  5780 4180
17480 7990  910 4210
11700 8020  5780 4180
15490 3480  4850 1850
15540 5330  4800 680
6010 3480  4850 1850
4850 6430  4250 910
4850 5330  4210 910
7880 7440  4880 580
11240 3480  4250 910
11240 4390  4250 910
9100 6860  2740 580
9080 5330  6460 580
9100 5950  4250 910

numOfBlemishes: 0
