Container length: 24400
Container width: 12200
Boxes Volume: 2.92654464E8
Container Volume: 297680000
Utilization: 98.31176565439398

Packed Boxes: 18
format: x y length width
0 0  7400 5380
17625 0  6775 6575
9480 10020  14920 2180
0 9115  4049 3085
15680 7165  8720 2855
0 8535  15220 580
0 7955  15480 580
4049 9115  5312 3085
0 7375  15580 580
0 6295  15120 1080
15580 6585  8820 580
0 5380  13420 880
13936 0  3689 3085
7400 0  1600 5180
9000 0  3085 5312
13936 3085  3689 3085
12086 0  1850 5250
10290 9140  5390 880

numOfBlemishes: 0
