Container length: 24400
Container width: 12200
Boxes Volume: 2.228539E8
Container Volume: 297680000
Utilization: 74.86357833915615

Packed Boxes: 19
format: x y length width
0 0  5720 5575
0 7120  5880 5080
0 6040  8550 1080
5720 0  5950 3070
5880 9920  5090 2280
5880 7640  5090 2280
5720 3070  4580 2280
10970 9920  4580 2280
11670 0  4580 2280
8550 5360  4580 2280
10970 7640  4580 2280
10300 3070  4580 2280
15550 11120  7850 1080
16250 0  5080 1480
15550 9640  5080 1480
14880 2280  5080 1480
13130 6360  4580 1280
15550 8160  3660 1480
14880 3760  3660 1480

numOfBlemishes: 0
