Container length: 24400
Container width: 12200
Boxes Volume: 2.93230599E8
Container Volume: 297680000
Utilization: 98.50530737704918

Packed Boxes: 18
format: x y length width
0 0  14920 2180
0 9900  9650 2300
0 2180  9500 7720
9650 8151  3085 4049
9500 2180  7330 5880
12735 9140  7410 3060
14920 0  4850 1850
12735 8060  7880 1080
16830 1850  4880 3900
19770 0  4580 1830
20145 9345  4220 2855
16830 6510  4300 1550
16830 5930  4580 580
20615 8765  3720 580
21710 1830  1080 4580
20615 8185  3680 580
22790 1830  1600 4900
21130 6905  2780 1280

numOfBlemishes: 0
