Container length: 24400
Container width: 12200
Boxes Volume: 2.9176605E8
Container Volume: 297680000
Utilization: 98.01331967213115

Packed Boxes: 22
format: x y length width
0 0  21080 2080
15680 7520  8720 4680
0 7520  8720 4680
21565 0  2835 6210
0 2080  4510 3900
17015 2080  4550 2970
4510 2080  4080 2280
0 7040  8680 480
18800 6240  5600 1280
0 6110  4720 930
13245 5050  8320 980
8720 3080  3900 9120
13200 6520  2480 5680
4510 4360  4080 1080
12815 2080  4200 2080
4720 6060  3990 980
4510 5440  3900 580
15900 6940  2900 580
8590 2080  4200 980
16300 6060  2500 880
12620 5280  580 6920
13115 4160  3900 880

numOfBlemishes: 0
