Container length: 24400
Container width: 12200
Boxes Volume: 2.84303048E8
Container Volume: 297680000
Utilization: 95.50626444504165

Packed Boxes: 18
format: x y length width
0 0  9650 8050
18820 0  5580 5280
20180 9345  4220 2855
0 11320  17180 880
0 10240  19730 1080
0 9160  19930 1080
20210 8465  4190 880
0 8080  19930 1080
20711 5380  3689 3085
14771 0  4049 3085
15861 6230  4850 1850
14910 3085  3910 3075
10191 0  4580 1830
9921 1830  4850 1850
11961 7500  3900 580
10610 3680  4300 1550
11961 6920  3900 580
9830 5230  5080 1680

numOfBlemishes: 0
