Container length: 24400
Container width: 12200
Boxes Volume: 2.90225276E8
Container Volume: 297680000
Utilization: 97.49572561139479

Packed Boxes: 25
format: x y length width
0 0  7330 5880
18680 0  5720 5575
18520 7120  5880 5080
0 7120  5880 5080
12880 6240  11520 880
13305 0  5375 4280
13640 8300  4880 3900
5880 9280  4870 2920
7330 0  5080 1580
5880 7800  5080 1480
7330 1580  5080 1480
15305 4280  3375 1610
0 6040  5360 1080
18680 5575  5720 580
13440 7220  5080 1080
5880 6200  5180 1600
7330 3060  1163 3085
10750 11320  2690 880
12425 0  880 4690
8493 3060  3689 3085
10750 10040  2780 1280
12560 7120  880 2920
11060 6320  580 3720
12220 4690  3085 1523
11640 6320  880 3720

numOfBlemishes: 0
