Container length: 24400
Container width: 12200
Boxes Volume: 2.957172E8
Container Volume: 297680000
Utilization: 99.34063423810804

Packed Boxes: 17
format: x y length width
0 0  11080 630
18200 7460  6200 4740
0 7020  8710 5180
16890 0  7510 1080
0 630  7710 5670
20220 1080  4180 5270
17790 6380  6610 1080
0 6340  8710 680
18730 1080  1490 5160
10500 7460  7700 4740
13990 1080  4740 4200
11080 0  5810 1080
7710 630  3210 5670
8710 7460  1700 4740
11020 5280  7710 1080
8870 6380  8920 1080
10960 1080  3030 4200

numOfBlemishes: 0
