Container length: 24400
Container width: 12200
Boxes Volume: 2.959764E8
Container Volume: 297680000
Utilization: 99.4277076054824

Packed Boxes: 17
format: x y length width
0 0  5680 7080
18690 0  5710 5430
17990 11120  6410 1080
0 7120  8720 5080
12340 5450  12060 5670
5680 0  4330 5170
10080 0  8610 1080
9380 11120  8610 1080
16780 1080  1910 3570
14020 1080  2760 3690
8720 5300  580 6900
9300 5520  3030 5600
10080 4770  8610 680
5680 5220  3030 1900
10010 1080  880 3680
11810 1080  2210 3670
10890 1080  880 3680

numOfBlemishes: 0
