Container length: 24400
Container width: 12200
Boxes Volume: 2.93821171E8
Container Volume: 297680000
Utilization: 98.70369893845739

Packed Boxes: 17
format: x y length width
0 0  17620 880
0 11120  22170 1080
0 880  4280 5080
0 7440  17680 3680
0 6560  23320 880
4280 880  19930 580
0 5980  5720 580
4280 1460  19930 580
4280 2040  10400 3900
5720 5980  18080 580
14680 2040  1900 3900
17620 0  6590 880
16580 2040  7810 3900
17680 8035  4952 3085
17680 7455  4830 580
22632 8010  880 4190
23512 7510  880 4690

numOfBlemishes: 0
