Container length: 24400
Container width: 12200
Boxes Volume: 2.913322E8
Container Volume: 297680000
Utilization: 97.86757592045149

Packed Boxes: 26
format: x y length width
0 0  7080 1840
0 4120  3670 8080
0 1840  8010 1580
0 3420  11440 680
3670 6000  4740 6200
7080 0  11640 1080
3670 4100  11640 1080
7080 1080  8400 680
8410 7020  5710 5180
3670 5180  6780 730
8010 1760  8460 1080
8010 2840  7080 580
8410 6340  8710 680
14120 7020  8710 5180
11440 3420  6410 680
10450 5180  7710 1080
15480 1080  8400 680
15090 2840  7080 580
16470 1760  7710 1080
18720 0  5610 1080
15310 4100  8080 1080
17850 3420  6410 680
17120 6290  6780 730
22830 7040  1080 5160
18160 5180  5710 1080
23910 6520  440 5680

numOfBlemishes: 0
