Container length: 24400
Container width: 12200
Boxes Volume: 2.9514055E8
Container Volume: 297680000
Utilization: 99.14691951088416

Packed Boxes: 18
format: x y length width
0 0  5810 5170
0 6530  10865 5670
0 5170  12060 680
0 5850  10710 680
5810 0  8610 3570
5810 3570  3380 1580
10865 7030  4330 5170
9190 3570  2880 1580
14420 0  2210 3430
15195 7020  7710 5180
12070 3570  3400 2760
10865 6350  4010 680
16630 0  7080 5680
15470 3430  1080 2760
14875 6340  8710 680
16550 5680  6900 580
22905 7040  1490 5160
23710 0  680 6710

numOfBlemishes: 0
