BatchNo, BoardNo, Color, Specification, BoardArea, WorkPiecesQty, WorkPiecesArea, Ratio, OddArea, PriorityQty, OrdinaryQty, PriorityArea, OrdinaryArea
Cabinet2,1,MIXED,24400*12200,2.9768E8,16,2.936493E8,98.6459621069605%,6,10,1.324947E8,1.611546E8
Cabinet2,2,MIXED,24400*12200,2.9768E8,8,2.920745E8,98.11693765116904%,4,4,2.689657E8,2.31088E7
Cabinet2,3,MIXED,24400*12200,2.9768E8,13,2.912994E8,97.85655737704919%,8,5,2.636008E8,2.76986E7
Cabinet2,4,MIXED,24400*12200,2.9768E8,11,2.924537E8,98.2443227626982%,9,2,2.810841E8,1.13696E7
Cabinet2,5,MIXED,24400*12200,2.9768E8,10,2.884424E8,96.89680193496372%,8,2,2.783172E8,1.01252E7
Cabinet2,6,MIXED,24400*12200,2.9768E8,14,2.930288E8,98.43751679656006%,10,4,2.765092E8,1.65196E7
Cabinet2,7,MIXED,24400*12200,2.9768E8,13,2.921819E8,98.15301666218758%,9,4,2.763307E8,1.58512E7
Cabinet2,8,MIXED,24400*12200,2.9768E8,10,2.922994E8,98.19248857833917%,7,3,2.777348E8,1.45646E7
Cabinet2,9,MIXED,24400*12200,2.9768E8,7,2.881539E8,96.79988578339157%,6,1,2.822311E8,5922800.0
Cabinet2,10,MIXED,24400*12200,2.9768E8,14,2.906567E8,97.64065439398011%,9,5,2.706089E8,2.00478E7
Cabinet2,11,MIXED,24400*12200,2.9768E8,7,2.913468E8,97.87248051599033%,5,2,2.806872E8,1.06596E7
Cabinet2,12,MIXED,24400*12200,2.9768E8,11,2.922808E8,98.18624025799515%,8,3,2.834846E8,8796200.0
Cabinet2,13,MIXED,24400*12200,2.9768E8,12,2.906496E8,97.63826928245095%,10,2,2.832228E8,7426800.0
Cabinet2,14,MIXED,24400*12200,2.9768E8,11,2.896016E8,97.28621338349906%,10,1,2.850388E8,4562800.0
Cabinet2,15,MIXED,24400*12200,2.9768E8,12,2.88287E8,96.84459822628327%,9,3,2.808358E8,7451200.0
Cabinet2,16,MIXED,24400*12200,2.9768E8,11,2.867103E8,96.31493550120935%,10,1,2.821475E8,4562800.0
Cabinet2,17,MIXED,24400*12200,2.9768E8,13,2.916869E8,97.98673071754905%,9,4,2.776925E8,1.39944E7
Cabinet2,18,MIXED,24400*12200,2.9768E8,14,2.933814E8,98.5559661381349%,11,3,2.830734E8,1.0308E7
Cabinet2,19,MIXED,24400*12200,2.9768E8,7,2.873506E8,96.53003224939532%,6,1,2.834678E8,3882800.0
Cabinet2,20,1,24400*12200,2.9768E8,10,2.862283E8,96.15301666218758%,10,0,2.862283E8,0.0
Cabinet2,21,MIXED,24400*12200,2.9768E8,9,2.884388E8,96.89559258263907%,8,1,2.863624E8,2076400.0
Cabinet2,22,1,24400*12200,2.9768E8,10,2.852733E8,95.83220236495566%,10,0,2.852733E8,0.0
Cabinet2,23,1,24400*12200,2.9768E8,13,2.885255E8,96.92471781779092%,13,0,2.885255E8,0.0
Cabinet2,24,1,24400*12200,2.9768E8,9,2.900403E8,97.43358640150497%,9,0,2.900403E8,0.0
Cabinet2,25,1,24400*12200,2.9768E8,10,2.928421E8,98.37479844127922%,10,0,2.928421E8,0.0
Cabinet2,26,1,24400*12200,2.9768E8,10,2.913536E8,97.87476484815909%,10,0,2.913536E8,0.0
Cabinet2,27,0,24400*12200,2.9768E8,12,2.94877E8,99.0583848427842%,0,12,0.0,2.94877E8
Cabinet2,28,0,24400*12200,2.9768E8,10,2.9621815E8,99.50891897339426%,0,10,0.0,2.9621815E8
Cabinet2,29,0,24400*12200,2.9768E8,15,2.968454E8,99.71963181940339%,0,15,0.0,2.968454E8
Cabinet2,30,0,24400*12200,2.9768E8,11,2.9676205E8,99.69163195377585%,0,11,0.0,2.9676205E8
Cabinet2,31,0,24400*12200,2.9768E8,16,2.963143E8,99.54121875839829%,0,16,0.0,2.963143E8
Cabinet2,32,0,24400*12200,2.9768E8,17,2.960548E8,99.45404461166353%,0,17,0.0,2.960548E8
Cabinet2,33,0,24400*12200,2.9768E8,17,2.962792E8,99.52942757323301%,0,17,0.0,2.962792E8
Cabinet2,34,0,24400*12200,2.9768E8,18,2.959637E8,99.42344127922601%,0,18,0.0,2.959637E8
Cabinet2,35,0,24400*12200,2.9768E8,21,2.951784E8,99.159634506853%,0,21,0.0,2.951784E8
Cabinet2,36,0,24400*12200,2.9768E8,17,2.949202E8,99.07289707067993%,0,17,0.0,2.949202E8
Cabinet2,37,0,24400*12200,2.9768E8,16,2.945736E8,98.95646331631282%,0,16,0.0,2.945736E8
Cabinet2,38,0,24400*12200,2.9768E8,15,2.944549E8,98.91658828271969%,0,15,0.0,2.944549E8
Cabinet2,39,0,24400*12200,2.9768E8,18,2.919965E8,98.09073501746842%,0,18,0.0,2.919965E8
Cabinet2,40,0,24400*12200,2.9768E8,26,2.412756E8,81.05200214995969%,0,26,0.0,2.412756E8
