BatchNo, BoardNo, Color, Specification, BoardArea, WorkPiecesQty, WorkPiecesArea, Ratio, OddArea
Mixed2,1,0,24400*12200,2.9768E8,10,2.94893E8,99.06375974200485%,
Mixed2,2,0,24400*12200,2.9768E8,13,2.951103635E8,99.13677892367643%,
Mixed2,3,0,24400*12200,2.9768E8,8,5.23886E7,17.598965331900025%,
Mixed2,4,0,24400*12200,2.9768E8,12,2.937928E8,98.69416823434561%,
Mixed2,5,0,24400*12200,2.9768E8,13,2.963469345E8,99.55218170518678%,
Mixed2,6,0,24400*12200,2.9768E8,10,2.95376371E8,99.22613914270357%,
Mixed2,7,0,24400*12200,2.9768E8,17,2.936320635E8,98.64017182880946%,
Mixed2,8,0,24400*12200,2.9768E8,15,2.945022E8,98.93247782854071%,
Mixed2,9,0,24400*12200,2.9768E8,11,2.94189071E8,98.82728802741198%,
Mixed2,10,0,24400*12200,2.9768E8,15,2.945224615E8,98.93928429857564%,
Mixed2,11,0,24400*12200,2.9768E8,16,2.9312562E8,98.47004165546896%,
Mixed2,12,0,24400*12200,2.9768E8,18,2.93230599E8,98.50530737704918%,
Mixed2,13,0,24400*12200,2.9768E8,11,2.940552E8,98.7823165815641%,
Mixed2,14,1,24400*12200,2.9768E8,11,2.947752E8,99.02418704649288%,
Mixed2,15,1,24400*12200,2.9768E8,7,2.952564E8,99.18583714055362%,
Mixed2,16,1,24400*12200,2.9768E8,9,2.942957E8,98.86310803547433%,
Mixed2,17,1,24400*12200,2.9768E8,13,2.9094365E8,97.73704985219027%,
Mixed2,18,1,24400*12200,2.9768E8,9,2.929948E8,98.42609513571621%,
Mixed2,19,1,24400*12200,2.9768E8,6,2.955112E8,99.2714324106423%,
Mixed2,20,1,24400*12200,2.9768E8,9,2.935549E8,98.61425020155873%,
Mixed2,21,1,24400*12200,2.9768E8,11,2.94509014E8,98.9347668637463%,
Mixed2,22,1,24400*12200,2.9768E8,11,2.911042E8,97.79098360655738%,
Mixed2,23,1,24400*12200,2.9768E8,8,2.947118E8,99.0028890083311%,
Mixed2,24,1,24400*12200,2.9768E8,11,2.939326E8,98.74113141628595%,
Mixed2,25,1,24400*12200,2.9768E8,19,2.228539E8,74.86357833915615%,
Mixed2,26,1,24400*12200,2.9768E8,12,2.949761E8,99.09167562483204%,
Mixed2,27,1,24400*12200,2.9768E8,11,2.9453625E8,98.94391628594464%,
Mixed2,28,1,24400*12200,2.9768E8,9,2.928996E8,98.3941144853534%,
Mixed2,29,1,24400*12200,2.9768E8,11,2.9451985E8,98.9384070142435%,
Mixed2,30,1,24400*12200,2.9768E8,12,2.9019945E8,97.48704985219027%,
Mixed2,31,1,24400*12200,2.9768E8,13,2.955099E8,99.27099570008062%,
Mixed2,32,1,24400*12200,2.9768E8,8,2.928396E8,98.373958613276%,
Mixed2,33,1,24400*12200,2.9768E8,9,2.9229445E8,98.19082571889278%,
Mixed2,34,1,24400*12200,2.9768E8,9,2.945283E8,98.94124563289438%,
Mixed2,35,1,24400*12200,2.9768E8,14,2.917064E8,97.9932813759742%,
Mixed2,36,1,24400*12200,2.9768E8,8,2.8571621E8,95.980989653319%,
Mixed2,37,1,24400*12200,2.9768E8,8,2.9236435E8,98.21430730986295%,
Mixed2,38,1,24400*12200,2.9768E8,6,2.895744E8,97.27707605482398%,
Mixed2,39,1,24400*12200,2.9768E8,7,2.956023E8,99.30203574307983%,
Mixed2,40,1,24400*12200,2.9768E8,12,2.922045E8,98.16060870733673%,
