Container length: 24400
Container width: 12200
Boxes Volume: 2.90887041E8
Container Volume: 297680000
Utilization: 97.71803312281645

Packed Boxes: 17
format: x y length width
19020 0  5380 7400
16990 9140  7410 3060
15580 8260  8820 880
220 7580  24180 680
8620 0  10400 3900
8270 9345  8720 2855
13708 3900  5312 3085
15300 7000  3720 580
4060 8465  11520 880
80 7000  15220 580
8756 3900  4952 3085
40 0  8580 3080
4050 9345  4220 2855
810 3080  7810 3900
150 11620  3900 580
1 8535  4049 3085
230 3080  580 3900

numOfBlemishes: 0
