Container length: 24400
Container width: 12200
Boxes Volume: 2.895826E8
Container Volume: 297680000
Utilization: 97.27983069067454

Packed Boxes: 16
format: x y length width
3820 0  20580 580
18520 4870  5880 7330
4970 580  19430 1680
4970 2260  19430 1080
720 3340  23680 880
2580 4220  21820 580
9940 9120  8580 3080
9940 6040  8580 3080
800 4800  17720 1080
2530 9140  7410 3060
2530 6080  7410 3060
280 580  4690 880
100 0  3720 580
120 1460  4850 1850
680 6950  1850 5250
100 3380  580 8820

numOfBlemishes: 0
