BatchNo, BoardNo, Color, Specification, BoardArea, WorkPiecesQty, WorkPiecesArea, Ratio, OddArea
Others3,1,0,24400*12200,2.9768E8,9,2.934045E8,98.56372614888471%,
Others3,2,0,24400*12200,2.9768E8,11,2.916588E8,97.9772910507928%,
Others3,3,0,24400*12200,2.9768E8,10,2.9370655E8,98.66519416823435%,
Others3,4,0,24400*12200,2.9768E8,12,2.90823175E8,97.69657854071487%,
Others3,5,0,24400*12200,2.9768E8,15,2.913104E8,97.86025262026338%,
Others3,6,0,24400*12200,2.9768E8,8,1.08299672E8,36.381238914270355%,
Others3,7,0,24400*12200,2.9768E8,9,2.9451105E8,98.93545081967213%,
Others3,8,0,24400*12200,2.9768E8,8,2.9363E8,98.63947863477559%,
Others3,9,0,24400*12200,2.9768E8,13,2.92274211E8,98.18402680730985%,
Others3,10,1,24400*12200,2.9768E8,13,2.934404E8,98.57578607901102%,
Others3,11,1,24400*12200,2.9768E8,12,2.917147E8,97.9960696049449%,
Others3,12,1,24400*12200,2.9768E8,19,1.958278E8,65.78466809997312%,
Others3,13,1,24400*12200,2.9768E8,11,2.937905E8,98.69339559258263%,
Others3,14,1,24400*12200,2.9768E8,12,2.923367E8,98.20501881214727%,
Others3,15,1,24400*12200,2.9768E8,10,2.946317E8,98.97598091910777%,
Others3,16,1,24400*12200,2.9768E8,12,2.909373E8,97.73491668906208%,
Others3,17,1,24400*12200,2.9768E8,11,2.942717E8,98.85504568664338%,
Others3,18,1,24400*12200,2.9768E8,7,2.944924E8,98.92918570276808%,
Others3,19,1,24400*12200,2.9768E8,14,2.944607E8,98.91853668368718%,
