Container length: 24400
Container width: 12200
Boxes Volume: 2.922798E8
Container Volume: 297680000
Utilization: 98.18590432679387

Packed Boxes: 16
format: x y length width
0 0  11300 7650
16340 0  8060 5660
16440 9015  7960 3185
0 10205  10720 1995
0 8025  10720 2180
16340 6435  8060 2580
0 7655  8880 370
15520 5660  8880 680
13060 9080  3380 3120
11305 0  5035 4360
10720 8120  1480 4080
12260 8000  4080 1080
12580 9720  480 2480
11545 6680  4795 1320
11870 4360  4470 780
11440 5140  4080 1480

numOfBlemishes: 0
