Container length: 24400
Container width: 12200
Boxes Volume: 2.80489725E8
Container Volume: 297680000
Utilization: 94.22525026874497

Packed Boxes: 26
format: x y length width
0 0  5960 5660
16080 0  8320 3370
19365 7840  5035 4360
0 7840  5035 4360
18280 3370  6120 3380
0 6360  4080 1480
5035 8820  6120 3380
13245 9720  6120 2480
5960 0  4080 1480
5960 1480  3740 1480
15625 8240  3740 1480
12340 0  3740 1480
5035 7340  3740 1480
5960 2960  3740 1480
9700 1480  5550 4575
8775 6055  6605 1555
15380 3370  2092 4600
11155 7610  1995 3180
5960 4440  2180 2120
17472 6750  6120 980
13150 7610  2120 1995
4080 6560  4470 780
10040 0  2300 880
11155 10790  1650 1250
8775 7610  2300 880
17472 3370  780 3120

numOfBlemishes: 0
