Container length: 24400
Container width: 12200
Boxes Volume: 2.936312E8
Container Volume: 297680000
Utilization: 98.63988175221715

Packed Boxes: 17
format: x y length width
0 0  17340 3280
7050 8920  17350 3280
19020 0  5380 7830
0 3380  5380 8820
17970 7840  6430 1080
5380 5770  1080 6430
18140 0  880 7830
17360 0  780 6430
6460 5720  480 6480
5380 3280  8820 780
5380 4060  4080 1480
13680 7840  4290 1080
6940 5540  5660 3380
14240 3280  3120 3380
13760 6760  4380 1080
9460 4060  4080 1480
12600 5800  1080 3120

numOfBlemishes: 0
