Container length: 24400
Container width: 12200
Boxes Volume: 2.89342099E8
Container Volume: 297680000
Utilization: 97.19903890083312

Packed Boxes: 30
format: x y length width
0 0  14920 1580
16560 7130  7840 5070
0 8320  7920 3880
18525 0  5875 4720
0 1580  6590 3080
0 5240  4220 3080
19310 4720  5090 2280
16825 0  1700 5375
14995 0  1830 4580
13640 9625  2920 2575
7920 10720  5080 1480
4220 6840  3750 1480
6590 1580  4250 1280
4220 4660  2780 1280
7920 9840  3720 880
0 4660  3900 580
6590 2860  4300 1550
4220 5960  5390 880
14730 6550  4580 580
7920 8960  3720 880
11660 8025  4900 1600
14730 5375  4580 1080
10946 1580  4049 3085
7920 8380  3720 580
7000 4410  2780 1280
7970 7100  2780 1280
10840 7145  5720 880
11105 4665  5720 580
9780 4410  880 2690
10830 5245  3900 1900

numOfBlemishes: 0
