Container length: 24400
Container width: 12200
Boxes Volume: 1.4341466E8
Container Volume: 297680000
Utilization: 48.17745901639344

Packed Boxes: 22
format: x y length width
0 0  5140 1080
0 11190  5550 1010
0 10230  3378 960
0 1080  4500 1100
0 6852  960 3378
0 2180  1140 4500
960 9130  4500 1100
1140 2180  1080 5140
960 8170  3378 960
2220 2180  1140 4500
5140 0  5550 1010
3360 2180  1080 5140
5550 9460  5642 2740
4500 1080  5550 1010
4500 2090  5550 1010
4338 8120  5550 1010
4440 3100  4062 2940
4440 6770  5540 1350
10690 0  4062 2940
11192 11100  4500 1100
8502 3100  4062 2940
11192 6600  1140 4500

numOfBlemishes: 0
