Container length: 24400
Container width: 12200
Boxes Volume: 2.9304385E8
Container Volume: 297680000
Utilization: 98.44257256113947

Packed Boxes: 16
format: x y length width
0 0  8720 4620
20480 0  3920 5200
19200 10080  5200 2120
0 6660  7370 5540
19100 5210  5300 4870
14070 0  6410 5185
0 4620  8720 680
14180 10080  5020 2120
0 5300  9320 680
0 5980  8720 680
7370 7180  3920 5020
13520 5210  5580 4870
8720 0  5260 4870
11400 7180  2120 5020
8720 6030  4140 1150
9320 4870  4140 1150

numOfBlemishes: 0
