Container length: 24400
Container width: 12200
Boxes Volume: 2.914544E8
Container Volume: 297680000
Utilization: 97.90862671324912

Packed Boxes: 16
format: x y length width
0 0  3680 9080
0 9420  14280 2780
3680 0  15720 3265
3680 6160  8720 3260
3680 3265  9080 2860
14280 6580  4565 5620
12400 6820  880 2600
12760 3265  8720 3260
13280 6840  910 2580
18845 7500  5404 4700
19400 0  5000 1130
19400 1130  2565 1220
19400 2350  3140 910
18845 6620  2600 880
22540 1130  1810 5800
21480 3260  1000 4080

numOfBlemishes: 0
