Container length: 24400
Container width: 12200
Boxes Volume: 2.565919E8
Container Volume: 297680000
Utilization: 86.19722520827733

Packed Boxes: 28
format: x y length width
0 0  4000 4855
18730 0  5670 2980
20070 8530  4330 3670
0 9000  4740 3200
20070 2980  4330 3430
0 5420  4030 3580
13810 7450  10590 1080
4000 0  4200 3030
10160 11120  9910 1080
4740 9170  3200 3030
16690 6770  7710 680
11260 10040  8810 1080
10020 0  8710 1080
11460 8960  8610 1080
15330 1080  3400 2760
4000 3030  3670 2210
4030 6790  3430 2210
19190 2980  880 3730
7940 8770  2210 3430
8200 0  1080 6610
12580 3840  6610 1080
4030 5240  3880 880
9280 0  680 7710
13480 4920  5710 1080
12250 1080  3080 1580
12290 6190  6900 580
9960 1080  580 6900
10540 1080  580 6900

numOfBlemishes: 0
