Container length: 24400
Container width: 12200
Boxes Volume: 2.903713E8
Container Volume: 297680000
Utilization: 97.54477962913195

Packed Boxes: 16
format: x y length width
0 0  5880 4570
17940 0  6460 5280
4490 7620  19910 4580
0 6190  4375 6010
0 4570  6010 1580
19520 6540  4880 1080
18620 5280  5780 1080
5880 0  6010 4375
11930 0  6010 4580
4375 6340  4260 1280
13060 7040  6460 580
13740 6460  5780 580
6010 4375  4580 1280
12160 4580  5780 1080
6600 5660  12020 580
8635 6340  4260 1280

numOfBlemishes: 0
