Container length: 24400
Container width: 12200
Boxes Volume: 2.393124E8
Container Volume: 297680000
Utilization: 80.39250201558721

Packed Boxes: 17
format: x y length width
0 0  8720 3260
0 8945  7920 3255
0 4245  5404 4700
0 3260  23280 480
7920 7500  5404 4700
5404 4865  1180 4080
8720 0  7620 2575
5404 3740  9080 980
6584 4865  1130 4080
7714 6320  7190 1180
7714 4720  7190 1180
13324 7500  5403 4700
16340 0  7190 1180
16340 1180  7190 1180
14904 3740  4960 3670
18727 11070  4080 1130
18727 9890  2580 1180

numOfBlemishes: 0
